counter	obsInterval	tpInterval1	norm_tpInterval1	tpInterval2	norm_tpInterval2	spInterval1	norm_spInterval1	spInterval2	norm_spInterval2	norm_aveElementInterval	aveLastSlip	aveSlip	norm_lastEventSlip	norm_nextEventSlip	eventMag	eventID	firstSectionID	numSectionsInEvent	sectionsInEventString
978	53.74529770312413	68.41311098856468	0.7855994	21.765378204171103	2.4693022	28.83483346705676	1.8639017	23.665754944482817	2.2710156	1.020714	0.7379415	0.8023726	1.3102893	1.4246931	6.4561	47090	176	2	Great_Val_10 + SAF-Parkfield + 
979	153.14863129026355	131.5818737114026	1.1639037	107.25999424942174	1.4278262	117.82549798600628	1.2997919	107.8697314586107	1.4197553	1.0891811	2.775719	2.791498	1.0048698	1.0105822	7.77994	47102	66	18	Pleito + Holser + Bigpine + N_Frontal-W + Pinto_Mtn + Cleghorn + Landers + N_Frontal-E + SAF-Carrizo + SAF-Mojave + SAF-San_Bernar + SAF-Coachella + Eureka_Peak + San_Bernardino + San_Jacinto + Hollywood + Snta_Ynez-W + Snta_Ynez-E + 
980	24.01334031122557	84.30377930629659	0.284843	67.86913177955655	0.3538183	52.94075251258877	0.45358896	52.2817375187831	0.45930648	0.29210657	2.2411551	1.7264327	1.1050675	0.85126835	6.93158	47103	176	5	Great_Val_10 + SAF-Mojave + SAF-Coachella + Raymond + SAF-Carrizo + 
981	186.57814648122996	179.40348266674334	1.0399917	172.92864676483921	1.0789315	165.1106293715521	1.130019	159.24465515588614	1.1716447	1.0780941	1.0169	0.93643177	1.0944074	1.0078061	6.82945	47192	44	2	Berryessa + Greenvalley + 
982	82.13066933650961	72.17514175502907	1.1379356	67.4586151411802	1.2174971	68.44682147698714	1.1999195	65.62865805218927	1.2514452	1.021098	2.404638	2.339407	0.92557937	0.9004711	7.3484	47247	1	4	SAF-Mendo_Offs + SAF-N_Mendocin + SAF-N_Mendocin + N_Maacama + 
983	16.790989970537687	22.829820403075352	0.73548496	22.32197393034399	0.75221795	15.657772332346784	1.0723741	14.872838476502968	1.1289701	0.9268215	0.73296076	0.48836213	1.3674145	0.9110903	6.46212	47279	13	1	SAF-Parkfield + 
984	100.73036606101273	111.27947208248547	0.9052017	104.44709408498109	0.9644152	109.00330589404946	0.9241038	104.42227312046386	0.96464443	0.8035936	0.9877767	0.9875419	0.92731917	0.9270988	6.71071	47305	41	1	Rodgers_Creek + 
985	47.25286706893279	87.28139704877213	0.5413853	83.03075038970569	0.5691008	77.91200836828068	0.6064902	75.10869910042852	0.6291264	0.56963843	0.7339613	0.6639333	1.1216695	1.0146499	6.60739	47307	43	1	Hayward + 
986	240.82097121937295	267.1127276430948	0.90157056	263.2452056310821	0.9148162	80.64483916006954	2.986192	79.06739279978389	3.0457685	0.95031595	2.4877183	0.7472022	1.1226417	0.33719265	6.33966	47322	142	2	Bartlett_Spring + N_Maacama + 
987	93.4239855643146	71.93258832196062	1.2987714	59.48972379958841	1.5704223	60.364634047254214	1.547661	58.38118035430979	1.6002414	1.2497476	1.0067953	0.9880345	1.0148187	0.9959084	6.88744	47353	8	4	SAF-S_Mid_Peni + SAF-S_Cruz_Mts + SAF-S_Cruz_Mts + Great_Val_9 + 
988	73.7347482003164	125.3144570568284	0.5883978	124.33013390010619	0.59305614	109.79971439272543	0.6715386	111.69157985335345	0.6601639	0.62122905	2.6536167	2.3838682	1.0789012	0.96922743	7.4925	47354	5	7	SAF-N_Coast_On + SAF-N_Mid_Peni + SAF-S_Mid_Peni + SAF-S_Mid_Peni + SAF-S_Cruz_Mts + SAF-S_Cruz_Mts + Great_Val_9 + 
989	187.81959431671964	164.86673367317312	1.1392207	142.0486641552227	1.3222201	135.85290088677178	1.3825217	123.77855708172311	1.5173839	1.1485624	0.65281206	0.56884825	1.1167216	0.97309047	6.6394	47403	45	2	Greenvalley + Concord + 
990	20.41359962568278	16.062944703259365	1.2708504	14.96485996850121	1.3641022	16.997637151635885	1.200967	15.845850471345454	1.2882615	1.1056674	0.47976232	0.5080062	0.91596687	0.9698904	6.46659	47453	13	1	SAF-Parkfield + 
991	532.6494305895743	617.3542584190059	0.8627938	557.7535620587543	0.9549906	492.4918418048257	1.0815396	481.90102524610177	1.1053088	0.8742144	1.3454803	1.1624998	1.059742	0.9156208	6.89675	47482	132	2	White_Mtn + Hunter_Mtn + 
992	1413.5547118829952	1259.2823771639592	1.1225082	1119.2415717202466	1.2629577	1453.1834342875584	0.97272974	1376.6907615264563	1.0267773	1.0929862	1.0466721	1.2874287	0.9632991	1.1848782	6.90761	47514	137	2	Ortigalita + Great_Val_9 + 
993	58.86151182921171	61.46868057572061	0.9575854	58.45914771510105	1.0068828	63.76989706421479	0.9230297	61.382619486100204	0.958928	0.96671635	1.0621339	1.11525	1.0756572	1.1294495	6.85397	47620	20	3	Imperial-N + Imperial-C + Imperial-S + 
994	22.164665330585883	17.791625896002905	1.245792	16.492905246338413	1.3438909	18.309619764621218	1.2105476	17.472684906122428	1.2685323	1.1712077	0.5138281	0.5443526	0.978892	1.0370442	6.5322	47646	13	1	SAF-Parkfield + 
995	630.1173061443873	780.2949549159936	0.8075373	739.7045032728041	0.85185003	745.0300045655616	0.845761	718.7607365829796	0.87667185	0.789091	1.8654249	1.8126078	1.0185382	0.98969966	7.29923	47727	75	3	Hosgri + S_San_Gregorio + Los_Osos + 
996	116.389068645876	91.94483491018906	1.2658576	63.603887656215306	1.8299049	77.0420167344808	1.510722	70.38803390445905	1.6535349	1.2644845	0.93219477	1.0316249	0.9274396	1.0263625	6.9731	47775	24	5	San_Jacinto + SAF-Mojave + Glen_Ivy + Pinto_Mtn + San_Bernardino + 
997	4.481902287433378	47.39642921825159	0.094562024	49.36012642861427	0.090800054	26.4664559188177	0.16934274	26.024464129830594	0.17221881	0.09711399	0.84812075	0.4471603	1.1103052	0.58539355	6.30817	47776	5	2	SAF-N_Coast_On + San_Bernardino + 
998	70.42318937685235	76.80434179860138	0.9169168	73.96076571733805	0.95216954	69.45972252385039	1.0138708	67.63091357829009	1.041287	0.8473213	2.1950865	2.0072222	1.0126358	0.92597044	7.29486	47827	74	7	Cleghorn + SAF-Carrizo + SAF-Mojave + SAF-San_Bernar + Puente_Hills + San_Bernardino + Anza + 
999	351.37016780024527	340.5300770539139	1.0318329	328.51671173607235	1.0695655	336.8152244511938	1.0432135	321.8304039230775	1.0917867	1.0181947	2.0356712	1.9942391	1.0406324	1.0194523	7.38714	47873	44	3	Berryessa + Bartlett_Spring + C_Maacama + 
1000	19.555893295545495	17.197542218230087	1.137133	16.849223321527614	1.1606406	15.107344076964651	1.2944627	14.42242337403277	1.3559368	1.1001499	0.5617053	0.48080269	1.0537109	0.9019446	6.42867	47892	13	1	SAF-Parkfield + 
1001	1030.3483098738895	952.9808922509126	1.0811846	879.8952541337832	1.1709898	385.11575199774785	2.675425	373.5389547652507	2.7583423	1.1684266	0.916977	0.38928115	1.2524948	0.53171736	6.10852	47919	172	1	Great_Val_5 + 
1002	70.39737354533264	67.16933637026783	1.0480582	62.35944901543781	1.1288967	73.3926463103563	0.9591884	68.69461179359854	1.0247874	0.90142214	2.1696484	2.3900654	0.8833905	0.97313505	7.22894	47941	1	3	SAF-Mendo_Offs + SAF-N_Mendocin + SAF-N_Mendocin + 
1003	51.11377057223269	40.969551553456206	1.2476039	16.967786884951014	3.0124006	20.677897357822612	2.4719036	17.490308735173308	2.9224052	0.76915514	0.5087733	0.52444094	0.9316388	0.9603285	6.5332	48177	180	2	Great_Val_14 + SAF-Parkfield + 
1004	79.1834934317029	69.91849398920996	1.1325114	68.00717423343742	1.1643403	13.501516511587127	5.864785	13.276692875365063	5.9640975	1.0554787	0.7045918	0.13755386	1.0099607	0.19716945	5.83381	48180	43	1	Hayward + 
1005	52.818718128922384	62.5574090770526	0.84432393	60.24582073492948	0.87672	54.62414276077565	0.9669482	53.55122909392122	0.98632133	0.7900384	1.1278172	1.0024927	1.1330563	1.0071497	6.79755	48290	84	5	Elmore_Ranch + Imperial-N + Imperial-C + Imperial-S + Superstion_Hll + 
1006	252.20862700578758	282.25354146097686	0.89355344	263.62463562468366	0.956696	330.32636489559275	0.76351345	302.05734026878935	0.83496934	0.8821074	1.120516	1.2838712	1.0577478	1.2119524	6.77962	48308	125	1	Cerro_Prieto-W + 
1007	216.151541562317	201.39193452542256	1.073288	190.3470333214432	1.1355656	203.28070786449524	1.0633155	195.88678869011244	1.1034514	1.0695812	0.9208035	0.94760203	1.0204589	1.0501578	7.23114	48380	32	5	Temecula + Julian + Coyote_Mt. + Anacapa-Dume + Glen_Ivy + 
1008	15.522107472189909	149.58115111653422	0.10377048	135.07474183828393	0.11491495	111.57664985419069	0.1391161	108.62123142643141	0.14290123	0.10516478	0.693539	0.5577139	1.0544897	0.8479748	6.62731	48381	32	5	Temecula + Coyote_Mt. + Hayward + Chino_Central + Glen_Ivy + 
1009	362.59434808572377	333.7350007608144	1.0864738	288.4352074397949	1.2571084	354.0647702619494	1.0240904	284.5348414485487	1.2743407	1.0458229	1.5657312	1.5445586	1.0549574	1.0406917	7.32004	48431	48	4	Calaveras + SAF-S_Cruz_Mts + N_San_Gregorio + S_San_Gregorio + 
1010	203.0549247952543	187.2595661770914	1.0843501	172.96889218622817	1.173939	227.59333988299434	0.89218307	216.0532742120009	0.9398373	0.94308287	1.5739688	1.9660246	0.8864209	1.1072172	7.33797	48440	40	4	S_Maacama + Rodgers_Creek + N_Maacama + C_Maacama + 
1011	47.942686018792344	52.01319993246224	0.9217408	18.45975840780739	2.5971458	18.53195308065584	2.5870283	15.935881608834277	3.008474	0.7026707	0.5672765	0.48971662	1.0205241	0.8809948	6.49557	48461	180	3	Great_Val_14 + SAF-Parkfield + San_Juan + 
1012	97.87209343892314	57.35371718343679	1.7064646	52.54213857821162	1.8627353	70.58125385207201	1.3866584	64.91260209060422	1.5077518	1.4208579	0.8570347	1.058814	0.86749524	1.0717374	6.93171	48508	9	2	SAF-S_Cruz_Mts + SAF-S_Cruz_Mts + 
1013	393.8978871326127	303.15552113892136	1.2993261	208.24979352874124	1.8914683	100.05054410716521	3.936989	81.93145678533995	4.8076515	1.2845595	0.4056704	0.1596024	1.1259812	0.44299337	5.84116	48518	76	1	Owl_Lk + 
1014	3.314468532670639	66.63710488829474	0.049739085	68.85196907496089	0.04813905	55.84293728764852	0.059353407	56.61125630900686	0.05854787	0.05285835	1.1609004	0.95451194	1.1112164	0.91366094	6.73447	48522	24	4	San_Jacinto + Anza + SAF-N_Coast_On + San_Bernardino + 
1015	143.73229844578822	138.28775883678009	1.0393711	132.0116616341485	1.0887848	133.97334307669723	1.0728425	126.87862267532684	1.132833	1.0338056	2.254755	2.1670828	1.0448492	1.004222	7.21162	48538	123	2	Cerro_Prieto-N + Cerro_Prieto-S + 
1016	710.3950539166408	597.3617948569903	1.1892208	572.5446536754532	1.240768	622.1272434442192	1.1418806	599.7624288402466	1.1844608	1.1813276	1.1041993	1.156691	1.0545447	1.104676	6.97127	48569	138	2	Mt._Diablo + Greenville + 
1017	644.0680730273393	578.8564054266506	1.112656	544.1766044716036	1.1835644	625.6024716158344	1.0295165	591.6590029024796	1.0885799	1.0240846	1.3108631	1.4252433	0.96067506	1.0444993	7.12021	48582	80	4	Panamint + Tank_Cyn + Garlock_E + Hunter_Mtn + 
1018	124.97089230579704	133.84821492545342	0.9336762	125.89241797068323	0.9926801	134.737641380252	0.9275128	129.63227656503327	0.9640415	0.84740025	1.0755905	1.1075429	0.9382376	0.96610963	6.9355	48602	42	3	Hayward + Hayward + Greenvalley + 
1019	117.41109383639485	106.9618402951694	1.0976914	89.98635274633347	1.3047656	93.81083820823387	1.2515728	91.69205924598498	1.2804936	1.0080807	2.9000635	2.9550347	0.96902144	0.9873894	7.61665	48680	91	12	San_Jose + Santa_Rosa_Isl + SAF-San_Bernar + SAF-Parkfield + SAF-Cholame + SAF-Carrizo + SAF-Mojave + Owens_Vlly + Anacapa-Dume + Santa_Monica + Snta_Ynez-W + Snta_Ynez-E + 
1020	3.36733028255871	45.33875538583385	0.074270464	46.763656681674185	0.07200742	35.07748766128525	0.09599691	36.88498915774338	0.0912927	0.076236844	1.687052	1.3306679	1.0644162	0.8395618	6.85062	48681	16	5	SAF-Mojave + SAF-N_Coast_Of + SAF-Parkfield + SAF-Cholame + SAF-Carrizo + 
1021	132.41102458010732	111.76949987629233	1.1846794	98.62283659071669	1.3426	117.31962120922442	1.1286349	104.72597266453538	1.2643571	1.1432781	3.1246219	3.3179848	0.9836056	1.0444747	7.58239	48726	1	5	SAF-Mendo_Offs + SAF-N_Mendocin + SAF-N_Mendocin + SAF-N_Coast_Of + SAF-N_Coast_On + 
1022	264.6393305544222	262.50546344193293	1.0081289	133.01525277051786	1.9895413	377.4066859060836	0.70120466	195.8518643949675	1.3512219	0.89641696	0.59231025	0.87211853	0.9272785	1.3653263	6.53263	48766	20	2	Imperial-N + Superstion_Hll + 
1023	124.52445461664534	128.3050114770983	0.9705346	127.10255029338465	0.9797164	74.63131809873886	1.6685282	78.47773489066931	1.5867488	0.86123985	0.64733756	0.39968973	1.0103741	0.6238417	6.41193	48788	45	2	Greenvalley + Concord + 
1024	180.62414235377977	192.61928752945232	0.93772614	162.91956058421522	1.1086707	170.9349735140885	1.0566833	162.63462017367394	1.1106131	0.9444899	0.9397116	0.93806803	1.0209031	1.0191176	6.83365	48866	170	3	Great_Val_4a + Hayward + Berryessa + 
1025	18.87404787592934	21.59360448694253	0.8740573	22.33143756779665	0.84517837	13.646923647516212	1.3830259	13.587956965624864	1.3890276	0.95217013	0.7600044	0.46243808	1.1859784	0.72162944	6.43222	48876	13	2	SAF-Parkfield + SAF-Cholame + 
1026	116.18706320420357	84.89423974279774	1.3686095	82.15769624509747	1.4141958	77.33185783084113	1.5024476	75.67690039893009	1.5353042	1.3901638	1.560305	1.4372244	1.0506234	0.9677477	7.07768	48878	8	5	SAF-S_Mid_Peni + SAF-S_Cruz_Mts + SAF-N_Coast_On + SAF-N_Mid_Peni + SAF-S_Mid_Peni + 
1027	847.6811848288738	1293.5052966748976	0.65533644	1218.520559250711	0.6956642	1252.6202474060349	0.6767264	1240.199973412507	0.6835036	0.74382234	4.3044114	4.380994	1.0658804	1.0848441	7.15594	48957	72	3	Garlock_W + Santa_Rosa_Isl + Oakridge-onsho + 
1028	886.4623978858766	517.2035240247466	1.7139528	447.3011396837342	1.9818022	578.2369137233654	1.5330436	506.3518267867898	1.7506847	0.9283568	0.2617404	0.29629415	0.68973476	0.78079045	6.09505	49002	115	2	Burnt_Mtn + Eureka_Peak + 
1029	1133.0566776138783	920.8844311386237	1.2304006	800.2486431655745	1.4158808	1259.38414966651	0.89969105	1204.7729590768733	0.9404732	0.8972708	0.72278845	1.0881568	0.73261666	1.1029532	6.85738	49004	101	2	Santa_Rosa_Isl + Los_Alamos + 
1030	233.8905186534961	181.8417232979804	1.2862313	161.97981566659007	1.4439485	158.16731682672796	1.4787538	152.24259681239565	1.5363014	1.1689463	2.2863646	2.1489224	1.0123187	0.9514644	7.09999	49010	136	9	Quien_Sabe + SAF-S_Cruz_Mts + Hayward + SAF-Parkfield + Concord + Calaveras + Calaveras + Calaveras + Great_Val_8 + 
1031	1054.1783991554837	921.0658092386893	1.1445202	869.0160850245649	1.2130712	837.6386594575642	1.2585121	795.3027801920268	1.3255057	1.2184696	0.9944002	0.91005135	1.1159929	1.0213301	6.83327	49095	92	3	Newport_Ing + Nwprt_Ing-off + Rose_Cny-off + 
1032	79.50960326085897	59.73723157483609	1.3309891	54.80422841101182	1.4507933	61.9848290007043	1.2827269	59.39973379950646	1.3385515	1.2524567	0.9701258	1.0514739	0.99472445	1.0781351	6.8489	49120	26	5	Coyote_Cr + Borrego + Imperial-N + Imperial-C + Imperial-S + 
1033	138.98900870110964	106.44087491354901	1.305786	77.63840860870287	1.7902094	160.72253679095905	0.8647761	131.2414462999626	1.0590329	0.82882065	0.28776374	0.48644134	0.6922526	1.170197	6.38192	49182	45	2	Greenvalley + Concord + 
1034	28.895860777689926	15.53920327692598	1.8595458	14.409268046042476	2.0053663	20.542229060300286	1.4066565	18.839632116639855	1.5337806	1.5268922	0.44891343	0.58693916	0.85522336	1.1181756	6.55401	49184	13	1	SAF-Parkfield + 
1035	85.15615599752162	102.75980760110616	0.8286913	90.58367125108742	0.94008285	83.72017755142242	1.0171521	80.78438060794441	1.0541166	0.7937496	1.3447787	1.1993012	1.0261877	0.9151753	7.13895	49217	23	8	San_Bernardino + Hidalgo-Wc + SAF-San_Bernar + Cucamonga + San_Jacinto + Anza + Coyote_Cr + Chino_Central + 
1036	324.7046174963763	310.456880603349	1.0458928	154.79388133013433	2.097658	324.21179355751786	1.00152	162.76462642761211	1.9949336	0.9739297	1.5620266	1.6424595	0.98435616	1.0350432	6.98924	49218	24	3	San_Jacinto + San_Bernardino + Cucamonga + 
1037	959.3505058152438	723.4462277076311	1.326084	687.7225695064143	1.3949673	560.8589036160764	1.7105024	494.7736363339617	1.9389685	1.5084583	1.0473717	0.7535189	1.6423962	1.181602	6.40304	49241	176	3	Great_Val_10 + Great_Val_11 + Great_Val_12 + 
1038	675.2155814153283	433.04710464696626	1.5592197	378.54967521629	1.7836908	286.9167199568688	2.3533504	272.3149608498719	2.4795392	1.3719957	0.5537228	0.39832819	1.3036606	0.93780637	6.1539	49286	176	1	Great_Val_10 + 
1039	199.99509375658815	123.99083774592005	1.6129829	114.92916517074329	1.7401596	145.67165020349194	1.372917	135.435813037879	1.476678	1.4600672	0.95253384	1.122493	0.94094104	1.1088318	6.87488	49313	41	2	Rodgers_Creek + Hayward + 
1040	65.17176805534343	78.47163471716809	0.8305137	75.4783400470476	0.86344993	84.27311972735292	0.7733399	81.20695484360823	0.8025392	0.77537084	0.67822164	0.7296969	1.0004492	1.0763807	6.62902	49362	42	2	Hayward + Hayward + 
1041	79.0699113418641	85.29615171514557	0.92700446	75.28797761887972	1.0502329	78.58385573393629	1.0061852	74.67202794900825	1.058896	0.94992	1.3005401	1.2899001	1.0148933	1.0065902	7.21882	49415	5	8	SAF-N_Coast_On + SAF-N_Mid_Peni + SAF-S_Mid_Peni + SAF-S_Mid_Peni + SAF-S_Cruz_Mts + SAF-S_Cruz_Mts + Greenvalley + Great_Val_8 + 
1042	0.8642643262920254	54.2650844745665	0.015926711	52.85485111132365	0.016351655	28.129553205388504	0.030724425	27.159135882042104	0.03182223	0.016374456	1.0844605	0.5572433	1.109755	0.5702407	6.44193	49416	9	3	SAF-S_Cruz_Mts + SAF-Parkfield + SAF-S_Mid_Peni + 
1043	52.77077673346037	57.00571475956538	0.92571026	20.77314376855575	2.5403366	18.795304560124723	2.8076575	16.011051655535155	3.295897	0.76848406	0.63176787	0.48693967	1.152126	0.8880094	6.48123	49427	180	2	Great_Val_14 + SAF-Parkfield + 
1044	477.2193916445364	479.96701184201834	0.9942754	470.9514073393435	1.0133092	438.50827728078525	1.0882791	426.09183703569715	1.1199919	1.0390066	1.6005131	1.4480593	1.1361984	1.027972	6.99157	49445	83	1	Laguna_Salada + 
1045	615.0809479859738	677.7547933588555	0.90752727	638.9631056727102	0.9626236	638.2173922165358	0.96374834	587.4128372689077	1.0471016	0.95019054	1.4590806	1.3413649	1.1127589	1.0229837	6.85641	49473	150	1	Honey_Lake + 
1046	29.021208001073393	51.961084943249766	0.5585181	51.230987403321485	0.5664776	52.76790206945759	0.54997844	51.6443438370082	0.5619436	0.51392496	0.771914	0.7781422	0.95634866	0.96406496	6.73666	49588	24	2	San_Jacinto + San_Bernardino + 
1047	667.4402089167246	673.6806999109347	0.9907367	672.4755138493512	0.9925123	442.225061479763	1.5092772	441.0222707627531	1.5133934	1.1544199	0.792978	0.5200501	1.6071012	1.0539676	6.09508	49590	50	1	West_Napa + 
1048	77.71077470951283	76.586858950748	1.014675	73.96014228257526	1.0507115	75.54181981751061	1.028712	73.12434908654083	1.0627209	1.0130675	2.7157047	2.6850154	1.0387962	1.0270572	7.37078	49601	1	3	SAF-Mendo_Offs + SAF-N_Mendocin + SAF-N_Mendocin + 
1049	255.30716318675118	191.62981373141176	1.3322935	110.09657804953251	2.3189383	194.44563356379794	1.3130002	122.64543354607346	2.0816686	1.2767727	2.4317312	2.708901	0.9697531	1.0802859	7.80593	49641	116	21	Eureka_Peak + SAF-Coachella + San_Jose + Bigpine + Pitas_Pt_West + Cleghorn + Landers + Hidalgo-Wc + Bullion-Mesq + SAF-Carrizo + SAF-Mojave + SAF-San_Bernar + N_Frontal-E + Burnt_Mtn + Puente_Hills + Imperial-C + San_Bernardino + San_Jacinto + Pitas_Pt_East + Snta_Ynez-W + Snta_Ynez-E + 
1050	43.45447903370773	153.53073972511194	0.28303438	112.56451664472729	0.38604066	109.22067998490704	0.39785945	93.34643111329483	0.4655184	0.29650122	2.894539	2.4003558	1.1378547	0.9435893	7.56884	49642	113	12	N_Frontal-W + Pinto_Mtn + Cleghorn + SAF-Parkfield + SAF-Carrizo + SAF-Mojave + SAF-San_Bernar + SAF-Coachella + Eureka_Peak + Landers + Snta_Ynez-E + Chino_Central + 
1051	708.8637691278811	684.7690109507281	1.0351866	656.7619575965177	1.0793314	354.2461466187816	2.0010486	340.9232332803172	2.0792475	1.0106657	1.731533	0.8988338	1.1082917	0.57531106	6.53158	49646	129	1	Hilton_Crk + 
1052	21.113986762669533	16.67963666371462	1.2658541	15.707963260826801	1.3441582	18.066380727403118	1.1686894	17.3418371348599	1.2175173	1.1156886	0.48937362	0.5402761	0.9323039	1.029278	6.53002	49663	13	1	SAF-Parkfield + 
1053	0.6907422197439658	651.9318348119959	0.0010595314	618.0892242889269	0.0011175445	567.075707913407	0.0012180776	536.5810590251807	0.0012873027	7.616511E-4	3.4074895	2.9581397	1.1117908	0.96517754	7.10871	49676	20	2	Imperial-N + Little_Salmon + 
1054	55.22495021776328	57.06229579005636	0.96780103	55.30686621726821	0.9985189	51.93113838081418	1.0634265	52.60324200196009	1.0498393	0.9672166	1.071186	1.018822	1.0645003	1.0124632	6.78383	49793	20	3	Imperial-N + Imperial-C + Imperial-S + 
1055	15.538142836363166	16.616940135473893	0.93507844	16.612009399693672	0.935356	5.2383890597606175	2.9662063	5.297940449412232	2.9328647	0.9775627	0.62830395	0.20038015	1.1356283	0.3621772	6.01687	49805	13	1	SAF-Parkfield + 
1056	687.1225641374186	619.4719252893727	1.1092069	406.40419393008085	1.6907369	736.2992622374773	0.93321097	543.2391917414436	1.264862	0.6969804	0.5037993	0.673427	0.6690578	0.8943274	6.37023	49837	172	2	Great_Val_5 + Greenvalley + 
1057	320.0972375595232	167.90247748830438	1.9064474	157.85362856710017	2.0278103	206.45470738382403	1.5504477	194.18632078986715	1.6484026	1.544819	0.6314745	0.77681905	0.90266013	1.1104226	6.91247	49957	113	5	N_Frontal-W + Coyote_Cr + Borrego + Superstion_Mt. + Superstion_Hll + 
1058	140.3308527004236	136.18812964357232	1.0304191	127.18940262163282	1.1033219	127.7565020070301	1.0984243	125.95132898012135	1.1141673	0.9895575	2.105123	2.0846314	0.9970707	0.9873652	7.21386	49962	123	4	Cerro_Prieto-N + Cerro_Prieto-S + Cerro_Prieto-W + Glen_Ivy + 
1059	104.65660921232087	107.16714307890321	0.97657365	94.39478976870993	1.1087117	92.01932359415187	1.1373329	93.86407180966553	1.1149805	0.9047652	3.170214	3.1523898	1.0185828	1.012856	7.39819	50000	97	6	Pitas_Pt_West + SAF-Parkfield + SAF-Cholame + SAF-Carrizo + Great_Val_14 + Snta_Ynez-W + 
1060	1.6067010358658496	27.172624783384805	0.059129402	26.89215678652301	0.059746083	24.819737841003743	0.06473481	25.659895040744214	0.06261526	0.06700973	0.92393357	0.88159674	1.1846099	1.1303283	6.60435	50001	9	3	SAF-S_Cruz_Mts + SAF-Parkfield + SAF-Carrizo + 
1061	1360.9713431368884	667.442382020839	2.0390844	481.4587117846721	2.8267665	614.4778645228885	2.2148418	451.699813227619	3.0129995	1.3586849	2.7664926	2.595496	0.90239084	0.8466142	6.84876	50051	98	3	Simi + San_Cayetano + SAF-Carrizo + 
1062	59.949669076589565	59.16702219406739	1.0132277	53.68784339764218	1.116634	57.51741766351035	1.0422872	55.607482409733535	1.0780864	0.90931934	0.9077176	0.9401735	0.91453266	0.9472323	6.87621	50079	8	3	SAF-S_Mid_Peni + SAF-S_Cruz_Mts + SAF-S_Cruz_Mts + 
1063	562.0981149023086	291.999528754588	1.9249966	234.48655963073884	2.3971443	321.5323245401658	1.7481854	263.3322158195282	2.134559	0.8829574	0.5628512	0.63209105	0.9482821	1.0649362	6.79785	50103	97	2	Pitas_Pt_West + B_Chan_Isle_Th + 
1064	15.877930958794797	19.34131595898981	0.82093334	19.361535619169494	0.820076	7.332522936251489	2.1654117	7.443397993030494	2.1331563	1.0025381	0.74809617	0.28759998	1.3252947	0.50949967	6.0792	50184	13	1	SAF-Parkfield + 
1065	123.48522604456049	115.93143813473581	1.0651574	107.89839499173272	1.1444584	119.33536698861317	1.0347748	112.08696272415929	1.1016912	1.0350142	2.8230283	2.932617	1.0030801	1.0420192	7.75489	50248	1	11	SAF-Mendo_Offs + SAF-N_Mendocin + SAF-N_Mendocin + SAF-N_Coast_Of + SAF-N_Coast_On + SAF-N_Mid_Peni + SAF-S_Mid_Peni + SAF-S_Mid_Peni + SAF-S_Cruz_Mts + SAF-S_Cruz_Mts + West_Napa + 
1066	14.246467112151697	14.379052126841398	0.9907793	13.312440630381131	1.0701619	10.666793762495407	1.3355904	9.572043955031486	1.4883412	0.78222674	0.43309146	0.31140575	0.8172714	0.58764267	6.32483	50253	13	1	SAF-Parkfield + 
1067	73.15935089039137	78.68313713601324	0.92979705	67.77349542082682	1.0794685	64.20121019427853	1.1395323	60.983786818663376	1.1996524	0.90027225	2.0131829	1.8114974	1.0099514	0.908772	6.95959	50303	16	4	SAF-Mojave + SAF-San_Bernar + Cleghorn + Palos_Verdes + 
1068	98.99745005748987	92.77270392812248	1.0670967	80.55849652679827	1.228889	76.19861881808083	1.2992027	72.91423643687871	1.3577245	1.1247519	0.7190429	0.6508123	1.0847111	0.98178196	6.59001	50310	138	2	Mt._Diablo + Hayward + 
1069	20.273521745553058	13.848962378785913	1.4639019	11.993056211738345	1.6904383	18.58727136949668	1.0907207	17.37704473839282	1.1666842	1.0712774	0.3736376	0.541373	0.7118156	1.0313678	6.53062	50405	13	1	SAF-Parkfield + 
1070	145.940664854579	114.26971715245085	1.2771596	61.821026434028	2.3606963	64.51786987769961	2.2620192	56.55886762444867	2.580332	1.176127	1.0529339	0.963309	1.0180389	0.9313842	6.8351	50426	147	4	B_Chan_Isle_Th + Imperial-N + Imperial-C + Imperial-S + 
1071	189.79570133261484	162.10775528331314	1.1707996	155.8135645569937	1.2180948	155.85180914997002	1.217796	149.61523433504206	1.2685586	1.1256077	1.4330627	1.3760548	1.0140855	0.9737448	7.05856	50429	40	3	S_Maacama + Rodgers_Creek + C_Maacama + 
1072	102.71868947356295	137.19109747035367	0.7487271	130.63676115081364	0.7862924	119.73635218941095	0.85787386	115.89258539826353	0.8863267	0.7819972	1.1337161	1.0057604	1.0941027	0.970618	6.80662	50490	41	1	Rodgers_Creek + 
1073	442.9089230712492	631.096602422092	0.70180845	626.941783964494	0.7064594	438.0188569171737	1.0111641	438.6538080458001	1.0097004	0.73757756	2.0517395	1.4355453	1.1304649	0.790955	6.74488	50500	56	1	Palos_Verdes + 
1074	13.944714473919841	17.455106800961893	0.79889023	16.827052590008044	0.82870805	15.592443964870613	0.89432514	15.153315742761588	0.9202418	0.7756905	0.5463127	0.49197257	1.0347018	0.93178314	6.46427	50565	13	1	SAF-Parkfield + 
