seg_index	mag	part_rate
9	7.9	-3.26787
9	8.0	-3.0016377
9	8.2	-3.000602
10	6.0	-3.8522584
10	6.3	-4.416832
10	6.5	-3.8114448
10	6.7	-3.2571046
10	6.9	-3.0385976
10	7.0	-3.691311
10	7.1	-2.7435489
10	7.3	-3.0672066
10	7.4	-4.599162
10	7.6	-3.037247
10	7.7	-3.1162143
10	7.9	-3.26787
10	8.0	-3.0016377
10	8.2	-3.000602
11	6.9	-3.7517762
11	7.0	-3.691311
11	7.1	-2.7435489
11	7.3	-3.0672066
11	7.4	-4.599162
11	7.6	-3.037247
11	7.7	-3.1162143
11	7.9	-3.26787
11	8.0	-3.0016377
11	8.2	-3.000602
12	7.1	-2.7435489
12	7.3	-3.0672066
12	7.4	-4.599162
12	7.6	-3.037247
12	7.7	-3.1162143
12	7.9	-3.26787
12	8.0	-3.0016377
12	8.2	-3.000602
13	7.3	-3.0672066
13	7.4	-4.599162
13	7.6	-3.037247
13	7.7	-3.1162143
13	7.9	-3.26787
13	8.0	-3.0016377
13	8.2	-3.000602
14	7.3	-3.0672066
14	7.4	-4.599162
14	7.6	-3.037247
14	7.7	-3.1162143
14	7.9	-3.26787
14	8.0	-3.0016377
14	8.2	-3.000602
15	7.3	-3.0672066
15	7.4	-4.599162
15	7.6	-3.037247
15	7.7	-3.1162143
15	7.9	-3.26787
15	8.0	-3.0016377
15	8.2	-3.000602
16	6.2	-3.575851
16	7.4	-4.599162
16	7.6	-3.037247
16	7.7	-3.1162143
16	7.9	-3.26787
16	8.0	-3.0016377
16	8.2	-3.000602
17	7.6	-3.037247
17	7.7	-3.1162143
17	7.9	-3.26787
17	8.0	-3.0016377
17	8.2	-3.000602
18	6.5	-4.229782
18	7.6	-3.037247
18	7.7	-3.1162143
18	7.9	-3.26787
18	8.0	-3.0016377
18	8.2	-3.000602
19	6.2	-3.0686505
19	6.5	-4.229782
19	7.6	-3.037247
19	7.7	-3.1162143
19	7.9	-3.26787
19	8.0	-3.0016377
19	8.2	-3.000602
20	7.6	-3.037247
20	7.7	-3.1162143
20	7.9	-3.26787
20	8.0	-3.0016377
20	8.2	-3.000602
21	7.6	-3.16777
21	7.7	-3.1162143
21	7.9	-3.26787
21	8.0	-3.0016377
21	8.2	-3.000602
22	7.6	-3.611427
22	7.7	-3.1162143
22	7.9	-3.26787
22	8.0	-3.0016377
22	8.2	-3.000602
23	6.1	-3.7767847
23	7.7	-3.1162143
23	7.9	-3.26787
23	8.0	-3.0016377
23	8.2	-3.000602
24	7.9	-3.26787
24	8.0	-3.0016377
24	8.2	-3.000602
25	6.1	-4.2080464
25	6.4	-4.243073
25	6.7	-3.983328
25	6.8	-4.31077
25	7.0	-3.4957573
25	7.9	-3.26787
25	8.0	-3.0016377
25	8.2	-3.000602
26	6.1	-4.0537896
26	6.4	-4.2276244
26	6.6	-4.105406
26	6.7	-3.7727876
26	6.8	-4.31077
26	6.9	-3.4654584
26	7.0	-3.4957573
26	7.9	-3.26787
26	8.0	-3.0016377
26	8.2	-3.000602
27	6.1	-4.166477
27	6.4	-3.8264613
27	6.6	-3.848752
27	6.7	-3.7727876
27	6.8	-3.360626
27	6.9	-3.4654584
27	7.0	-3.4957573
27	7.9	-3.26787
27	8.0	-3.0016377
27	8.2	-3.000602
28	6.1	-3.6072907
28	6.4	-3.5500765
28	6.6	-3.848752
28	6.7	-3.0983853
28	6.8	-3.360626
28	6.9	-3.4654584
28	7.0	-3.4957573
28	7.9	-3.26787
28	8.0	-3.0016377
28	8.2	-3.000602
29	6.1	-3.9903724
29	6.4	-3.8705137
29	6.6	-3.3059025
29	6.7	-2.9875803
29	6.8	-3.360626
29	6.9	-3.4654584
29	7.0	-3.4957573
29	7.9	-3.26787
29	8.0	-3.0016377
29	8.2	-3.000602
30	6.1	-3.6778247
30	6.4	-2.978662
30	6.6	-3.3653095
30	6.7	-3.0158393
30	6.8	-3.4122934
30	6.9	-3.4654584
30	7.0	-3.4957573
30	7.9	-3.26787
30	8.0	-3.0016377
30	8.2	-3.000602
31	6.1	-2.8312416
31	6.4	-2.978662
31	6.6	-3.3653095
31	6.7	-2.5641198
31	6.8	-3.4122934
31	6.9	-3.4654584
31	7.0	-3.4957573
31	7.9	-3.26787
31	8.0	-3.0016377
31	8.2	-3.000602
32	6.6	-2.4064722
32	6.7	-2.6778476
32	7.9	-3.26787
32	8.0	-3.0016377
32	8.2	-3.000602
33	6.6	-2.4064722
33	6.7	-2.7534916
33	7.9	-3.26787
33	8.0	-3.0016377
33	8.2	-3.000602
34	6.1	-3.219208
34	6.6	-2.4064722
34	6.7	-2.7534916
34	6.8	-2.5349443
34	7.9	-3.26787
34	8.0	-3.0016377
34	8.2	-3.000602
35	6.1	-2.5230987
35	6.4	-3.0350568
35	6.8	-2.5349443
35	8.0	-3.0016377
35	8.2	-3.000602
36	6.3	-3.5321617
36	6.4	-3.0350568
36	6.8	-2.5349443
36	8.0	-3.0016377
36	8.2	-3.000602
37	6.3	-3.5321617
37	6.8	-2.5349443
37	8.0	-3.0016377
37	8.2	-3.000602
38	6.8	-2.5349443
38	8.0	-3.0016377
38	8.2	-3.000602
39	6.0	-2.765491
39	6.3	-3.05082
39	6.6	-3.575643
39	8.0	-3.0038786
39	8.2	-3.000602
40	6.3	-3.000266
40	6.6	-3.575643
40	8.0	-3.0038786
40	8.2	-3.000602
41	6.3	-3.9593267
41	6.6	-3.575643
41	8.0	-3.0038786
41	8.2	-3.000602
42	6.6	-3.575643
42	8.0	-3.0038786
42	8.2	-3.000602
43	8.0	-3.0274796
43	8.2	-3.000602
44	6.0	-2.9081917
44	8.0	-3.0274796
44	8.2	-3.000602
45	6.1	-2.554385
45	8.0	-3.1894922
45	8.2	-3.000602
46	6.1	-2.7986794
46	8.2	-3.000602
47	8.2	-3.000602
48	7.1	-3.152653
48	8.2	-3.000602
49	7.1	-2.5281804
49	8.2	-3.000602
50	6.1	-3.8413763
50	7.1	-2.5281804
50	8.2	-3.000602
51	7.1	-2.5281804
51	8.2	-3.000602
52	6.0	-3.054183
52	6.3	-2.7365499
52	6.5	-3.2925072
52	7.1	-2.5281804
52	8.2	-3.000602
53	6.0	-2.8673217
53	6.3	-2.6303473
53	6.5	-3.2925072
53	7.1	-2.5281804
53	8.2	-3.000602
54	6.3	-3.2940166
54	6.5	-3.2925072
54	7.1	-2.5281804
54	8.2	-3.000602
55	7.1	-2.5281804
55	8.2	-3.000602
56	6.0	-3.8842678
56	6.2	-4.354252
56	7.1	-2.5281804
56	8.2	-3.000602
57	5.9	-2.473298
57	6.2	-4.354252
57	7.1	-2.5281804
57	8.2	-3.0529647
