seg_index	mag	part_rate
56	7.1	-5.879541
56	7.2	-Infinity
56	7.3	-Infinity
56	7.4	-Infinity
56	7.5	-Infinity
56	7.6	-Infinity
56	7.7	-Infinity
56	7.8	-Infinity
56	7.9	-Infinity
56	8.0	-Infinity
56	8.1	-Infinity
56	8.2	-6.8955426
56	8.3	-Infinity
56	8.4	-Infinity
56	8.5	-Infinity
56	8.6	-Infinity
56	8.7	-Infinity
56	8.8	-Infinity
56	8.9	-Infinity
56	9.0	-Infinity
57	5.0	-Infinity
57	5.1	-Infinity
57	5.2	-Infinity
57	5.3	-Infinity
57	5.4	-Infinity
57	5.5	-Infinity
57	5.6	-Infinity
57	5.7	-Infinity
57	5.8	-Infinity
57	5.9	-5.5864935
57	6.0	-Infinity
57	6.1	-Infinity
57	6.2	-10.315967
57	6.3	-Infinity
57	6.4	-Infinity
57	6.5	-Infinity
57	6.6	-Infinity
57	6.7	-Infinity
57	6.8	-Infinity
57	6.9	-Infinity
57	7.0	-Infinity
57	7.1	-5.879541
57	7.2	-Infinity
57	7.3	-Infinity
57	7.4	-Infinity
57	7.5	-Infinity
57	7.6	-Infinity
57	7.7	-Infinity
57	7.8	-Infinity
57	7.9	-Infinity
57	8.0	-Infinity
57	8.1	-Infinity
57	8.2	-6.8955426
57	8.3	-Infinity
57	8.4	-Infinity
57	8.5	-Infinity
57	8.6	-Infinity
57	8.7	-Infinity
57	8.8	-Infinity
57	8.9	-Infinity
57	9.0	-Infinity
