seg_index	mag	part_rate
7	5.9	-Infinity
7	6.0	-9.323226
7	6.1	-Infinity
7	6.2	-Infinity
7	6.3	-7.1276064
7	6.4	-Infinity
7	6.5	-7.5057387
7	6.6	-5.7143617
7	6.7	-6.194146
7	6.8	-6.9967732
7	6.9	-6.963014
7	7.0	-8.0607605
7	7.1	-6.360797
7	7.2	-Infinity
7	7.3	-7.136233
7	7.4	-9.646682
7	7.5	-Infinity
7	7.6	-6.586672
7	7.7	-7.608492
7	7.8	-Infinity
7	7.9	-Infinity
7	8.0	-6.5746694
7	8.1	-Infinity
7	8.2	-6.8955426
7	8.3	-Infinity
7	8.4	-Infinity
7	8.5	-Infinity
7	8.6	-Infinity
7	8.7	-Infinity
7	8.8	-Infinity
7	8.9	-Infinity
7	9.0	-Infinity
8	5.0	-Infinity
8	5.1	-Infinity
8	5.2	-Infinity
8	5.3	-Infinity
8	5.4	-Infinity
8	5.5	-Infinity
8	5.6	-Infinity
8	5.7	-Infinity
8	5.8	-Infinity
8	5.9	-Infinity
8	6.0	-8.316942
8	6.1	-Infinity
8	6.2	-Infinity
8	6.3	-8.948529
8	6.4	-Infinity
8	6.5	-7.2942815
8	6.6	-7.5457935
8	6.7	-6.194146
8	6.8	-6.9967732
8	6.9	-6.963014
8	7.0	-8.0607605
8	7.1	-6.360797
8	7.2	-Infinity
8	7.3	-7.136233
8	7.4	-9.646682
8	7.5	-Infinity
8	7.6	-6.586672
8	7.7	-7.608492
8	7.8	-Infinity
8	7.9	-Infinity
8	8.0	-6.5746694
8	8.1	-Infinity
8	8.2	-6.8955426
8	8.3	-Infinity
8	8.4	-Infinity
8	8.5	-Infinity
8	8.6	-Infinity
8	8.7	-Infinity
8	8.8	-Infinity
8	8.9	-Infinity
8	9.0	-Infinity
9	5.0	-Infinity
9	5.1	-Infinity
9	5.2	-Infinity
9	5.3	-Infinity
9	5.4	-Infinity
9	5.5	-Infinity
9	5.6	-Infinity
9	5.7	-Infinity
9	5.8	-Infinity
9	5.9	-Infinity
9	6.0	-9.24093
9	6.1	-Infinity
9	6.2	-Infinity
9	6.3	-8.765505
9	6.4	-Infinity
9	6.5	-8.95188
9	6.6	-7.5457935
9	6.7	-7.5566993
9	6.8	-6.9967732
9	6.9	-6.963014
9	7.0	-8.0607605
9	7.1	-6.360797
9	7.2	-Infinity
9	7.3	-7.136233
9	7.4	-9.646682
9	7.5	-Infinity
9	7.6	-6.586672
9	7.7	-7.608492
9	7.8	-Infinity
9	7.9	-Infinity
9	8.0	-6.5746694
9	8.1	-Infinity
9	8.2	-6.8955426
9	8.3	-Infinity
9	8.4	-Infinity
9	8.5	-Infinity
9	8.6	-Infinity
9	8.7	-Infinity
9	8.8	-Infinity
9	8.9	-Infinity
9	9.0	-Infinity
10	5.0	-Infinity
10	5.1	-Infinity
10	5.2	-Infinity
10	5.3	-Infinity
10	5.4	-Infinity
10	5.5	-Infinity
10	5.6	-Infinity
10	5.7	-Infinity
10	5.8	-Infinity
10	5.9	-Infinity
10	6.0	-9.218595
10	6.1	-Infinity
10	6.2	-Infinity
10	6.3	-10.553759
10	6.4	-Infinity
10	6.5	-8.95188
10	6.6	-Infinity
10	6.7	-7.5566993
10	6.8	-Infinity
10	6.9	-6.963014
10	7.0	-8.0607605
10	7.1	-6.360797
10	7.2	-Infinity
10	7.3	-7.136233
10	7.4	-9.646682
10	7.5	-Infinity
10	7.6	-6.586672
10	7.7	-7.608492
10	7.8	-Infinity
10	7.9	-Infinity
10	8.0	-6.5746694
10	8.1	-Infinity
10	8.2	-6.8955426
10	8.3	-Infinity
10	8.4	-Infinity
10	8.5	-Infinity
10	8.6	-Infinity
10	8.7	-Infinity
10	8.8	-Infinity
10	8.9	-Infinity
10	9.0	-Infinity
11	5.0	-Infinity
11	5.1	-Infinity
11	5.2	-Infinity
11	5.3	-Infinity
11	5.4	-Infinity
11	5.5	-Infinity
11	5.6	-Infinity
11	5.7	-Infinity
11	5.8	-Infinity
11	5.9	-Infinity
11	6.0	-Infinity
11	6.1	-Infinity
11	6.2	-Infinity
11	6.3	-Infinity
11	6.4	-Infinity
11	6.5	-Infinity
11	6.6	-Infinity
11	6.7	-Infinity
11	6.8	-Infinity
11	6.9	-8.220204
11	7.0	-8.0607605
11	7.1	-6.360797
11	7.2	-Infinity
11	7.3	-7.136233
11	7.4	-9.646682
11	7.5	-Infinity
11	7.6	-6.586672
11	7.7	-7.608492
11	7.8	-Infinity
11	7.9	-Infinity
11	8.0	-6.5746694
11	8.1	-Infinity
11	8.2	-6.8955426
11	8.3	-Infinity
11	8.4	-Infinity
11	8.5	-Infinity
11	8.6	-Infinity
11	8.7	-Infinity
11	8.8	-Infinity
11	8.9	-Infinity
11	9.0	-Infinity
12	5.0	-Infinity
12	5.1	-Infinity
12	5.2	-Infinity
12	5.3	-Infinity
12	5.4	-Infinity
12	5.5	-Infinity
12	5.6	-Infinity
12	5.7	-Infinity
12	5.8	-Infinity
12	5.9	-Infinity
12	6.0	-Infinity
12	6.1	-Infinity
12	6.2	-Infinity
12	6.3	-Infinity
12	6.4	-Infinity
12	6.5	-Infinity
12	6.6	-Infinity
12	6.7	-Infinity
12	6.8	-Infinity
12	6.9	-Infinity
12	7.0	-Infinity
12	7.1	-6.360797
12	7.2	-Infinity
12	7.3	-7.136233
12	7.4	-9.646682
12	7.5	-Infinity
12	7.6	-6.586672
12	7.7	-7.608492
12	7.8	-Infinity
12	7.9	-Infinity
12	8.0	-6.5746694
12	8.1	-Infinity
12	8.2	-6.8955426
12	8.3	-Infinity
12	8.4	-Infinity
12	8.5	-Infinity
12	8.6	-Infinity
12	8.7	-Infinity
12	8.8	-Infinity
12	8.9	-Infinity
12	9.0	-Infinity
13	5.0	-Infinity
13	5.1	-Infinity
13	5.2	-Infinity
13	5.3	-Infinity
13	5.4	-Infinity
13	5.5	-Infinity
13	5.6	-Infinity
13	5.7	-Infinity
13	5.8	-Infinity
13	5.9	-Infinity
13	6.0	-Infinity
13	6.1	-Infinity
13	6.2	-Infinity
13	6.3	-Infinity
13	6.4	-Infinity
13	6.5	-Infinity
13	6.6	-Infinity
13	6.7	-Infinity
13	6.8	-Infinity
13	6.9	-Infinity
13	7.0	-Infinity
13	7.1	-Infinity
13	7.2	-Infinity
13	7.3	-7.136233
13	7.4	-9.646682
13	7.5	-Infinity
13	7.6	-6.586672
13	7.7	-7.608492
13	7.8	-Infinity
13	7.9	-Infinity
13	8.0	-6.5746694
13	8.1	-Infinity
13	8.2	-6.8955426
13	8.3	-Infinity
13	8.4	-Infinity
13	8.5	-Infinity
13	8.6	-Infinity
13	8.7	-Infinity
13	8.8	-Infinity
13	8.9	-Infinity
13	9.0	-Infinity
14	5.0	-Infinity
14	5.1	-Infinity
14	5.2	-Infinity
14	5.3	-Infinity
14	5.4	-Infinity
14	5.5	-Infinity
14	5.6	-Infinity
14	5.7	-Infinity
14	5.8	-Infinity
14	5.9	-Infinity
14	6.0	-Infinity
14	6.1	-Infinity
14	6.2	-Infinity
14	6.3	-Infinity
14	6.4	-Infinity
14	6.5	-Infinity
14	6.6	-Infinity
14	6.7	-Infinity
14	6.8	-Infinity
14	6.9	-Infinity
14	7.0	-Infinity
14	7.1	-Infinity
14	7.2	-Infinity
14	7.3	-7.136233
14	7.4	-9.646682
14	7.5	-Infinity
14	7.6	-6.586672
14	7.7	-7.608492
14	7.8	-Infinity
14	7.9	-Infinity
14	8.0	-6.5746694
14	8.1	-Infinity
14	8.2	-6.8955426
14	8.3	-Infinity
14	8.4	-Infinity
14	8.5	-Infinity
14	8.6	-Infinity
14	8.7	-Infinity
14	8.8	-Infinity
14	8.9	-Infinity
14	9.0	-Infinity
15	5.0	-Infinity
15	5.1	-Infinity
15	5.2	-Infinity
15	5.3	-Infinity
15	5.4	-Infinity
15	5.5	-Infinity
15	5.6	-Infinity
15	5.7	-Infinity
15	5.8	-Infinity
15	5.9	-Infinity
15	6.0	-Infinity
15	6.1	-Infinity
15	6.2	-Infinity
15	6.3	-Infinity
15	6.4	-Infinity
15	6.5	-Infinity
15	6.6	-Infinity
15	6.7	-Infinity
15	6.8	-Infinity
15	6.9	-Infinity
15	7.0	-Infinity
15	7.1	-Infinity
15	7.2	-Infinity
15	7.3	-7.136233
15	7.4	-9.646682
15	7.5	-Infinity
15	7.6	-6.586672
15	7.7	-7.608492
15	7.8	-Infinity
15	7.9	-Infinity
15	8.0	-6.5746694
15	8.1	-Infinity
15	8.2	-6.8955426
15	8.3	-Infinity
15	8.4	-Infinity
15	8.5	-Infinity
15	8.6	-Infinity
15	8.7	-Infinity
15	8.8	-Infinity
15	8.9	-Infinity
15	9.0	-Infinity
16	5.0	-Infinity
16	5.1	-Infinity
16	5.2	-Infinity
16	5.3	-Infinity
16	5.4	-Infinity
16	5.5	-Infinity
16	5.6	-Infinity
16	5.7	-Infinity
16	5.8	-Infinity
16	5.9	-Infinity
16	6.0	-Infinity
16	6.1	-Infinity
16	6.2	-8.684949
16	6.3	-Infinity
16	6.4	-Infinity
16	6.5	-Infinity
16	6.6	-Infinity
16	6.7	-Infinity
16	6.8	-Infinity
16	6.9	-Infinity
16	7.0	-Infinity
16	7.1	-Infinity
16	7.2	-Infinity
16	7.3	-Infinity
16	7.4	-9.646682
16	7.5	-Infinity
16	7.6	-6.586672
16	7.7	-7.608492
16	7.8	-Infinity
16	7.9	-Infinity
16	8.0	-6.5746694
16	8.1	-Infinity
16	8.2	-6.8955426
16	8.3	-Infinity
16	8.4	-Infinity
16	8.5	-Infinity
16	8.6	-Infinity
16	8.7	-Infinity
16	8.8	-Infinity
16	8.9	-Infinity
16	9.0	-Infinity
17	5.0	-Infinity
17	5.1	-Infinity
17	5.2	-Infinity
17	5.3	-Infinity
17	5.4	-Infinity
17	5.5	-Infinity
17	5.6	-Infinity
17	5.7	-Infinity
17	5.8	-Infinity
17	5.9	-Infinity
17	6.0	-Infinity
17	6.1	-Infinity
17	6.2	-Infinity
17	6.3	-Infinity
17	6.4	-Infinity
17	6.5	-Infinity
17	6.6	-Infinity
17	6.7	-Infinity
17	6.8	-Infinity
17	6.9	-Infinity
17	7.0	-Infinity
17	7.1	-Infinity
17	7.2	-Infinity
17	7.3	-Infinity
17	7.4	-Infinity
17	7.5	-Infinity
17	7.6	-6.586672
17	7.7	-7.608492
17	7.8	-Infinity
17	7.9	-Infinity
17	8.0	-6.5746694
17	8.1	-Infinity
17	8.2	-6.8955426
17	8.3	-Infinity
17	8.4	-Infinity
17	8.5	-Infinity
17	8.6	-Infinity
17	8.7	-Infinity
17	8.8	-Infinity
17	8.9	-Infinity
17	9.0	-Infinity
18	5.0	-Infinity
18	5.1	-Infinity
18	5.2	-Infinity
18	5.3	-Infinity
18	5.4	-Infinity
18	5.5	-Infinity
18	5.6	-Infinity
18	5.7	-Infinity
18	5.8	-Infinity
18	5.9	-Infinity
18	6.0	-Infinity
18	6.1	-Infinity
18	6.2	-Infinity
18	6.3	-Infinity
18	6.4	-Infinity
18	6.5	-10.168573
18	6.6	-Infinity
18	6.7	-Infinity
18	6.8	-Infinity
18	6.9	-Infinity
18	7.0	-Infinity
18	7.1	-Infinity
18	7.2	-Infinity
18	7.3	-Infinity
18	7.4	-Infinity
18	7.5	-Infinity
18	7.6	-6.586672
18	7.7	-7.608492
18	7.8	-Infinity
18	7.9	-Infinity
18	8.0	-6.5746694
18	8.1	-Infinity
18	8.2	-6.8955426
18	8.3	-Infinity
18	8.4	-Infinity
18	8.5	-Infinity
18	8.6	-Infinity
18	8.7	-Infinity
18	8.8	-Infinity
18	8.9	-Infinity
18	9.0	-Infinity
19	5.0	-Infinity
19	5.1	-Infinity
19	5.2	-Infinity
19	5.3	-Infinity
19	5.4	-Infinity
19	5.5	-Infinity
19	5.6	-Infinity
19	5.7	-Infinity
19	5.8	-Infinity
19	5.9	-Infinity
19	6.0	-Infinity
19	6.1	-Infinity
19	6.2	-7.0722823
19	6.3	-Infinity
19	6.4	-Infinity
19	6.5	-10.168573
19	6.6	-Infinity
19	6.7	-Infinity
19	6.8	-Infinity
19	6.9	-Infinity
19	7.0	-Infinity
19	7.1	-Infinity
19	7.2	-Infinity
19	7.3	-Infinity
19	7.4	-Infinity
19	7.5	-Infinity
19	7.6	-6.586672
19	7.7	-7.608492
19	7.8	-Infinity
19	7.9	-Infinity
19	8.0	-6.5746694
19	8.1	-Infinity
19	8.2	-6.8955426
19	8.3	-Infinity
19	8.4	-Infinity
19	8.5	-Infinity
19	8.6	-Infinity
19	8.7	-Infinity
19	8.8	-Infinity
19	8.9	-Infinity
19	9.0	-Infinity
20	5.0	-Infinity
20	5.1	-Infinity
20	5.2	-Infinity
20	5.3	-Infinity
20	5.4	-Infinity
20	5.5	-Infinity
20	5.6	-Infinity
20	5.7	-Infinity
20	5.8	-Infinity
20	5.9	-Infinity
20	6.0	-Infinity
20	6.1	-Infinity
20	6.2	-Infinity
20	6.3	-Infinity
20	6.4	-Infinity
20	6.5	-Infinity
20	6.6	-Infinity
20	6.7	-Infinity
20	6.8	-Infinity
20	6.9	-Infinity
20	7.0	-Infinity
20	7.1	-Infinity
20	7.2	-Infinity
20	7.3	-Infinity
20	7.4	-Infinity
20	7.5	-Infinity
20	7.6	-6.586672
20	7.7	-7.608492
20	7.8	-Infinity
20	7.9	-Infinity
20	8.0	-6.5746694
20	8.1	-Infinity
20	8.2	-6.8955426
20	8.3	-Infinity
20	8.4	-Infinity
20	8.5	-Infinity
20	8.6	-Infinity
20	8.7	-Infinity
20	8.8	-Infinity
20	8.9	-Infinity
20	9.0	-Infinity
21	5.0	-Infinity
21	5.1	-Infinity
21	5.2	-Infinity
21	5.3	-Infinity
21	5.4	-Infinity
21	5.5	-Infinity
21	5.6	-Infinity
21	5.7	-Infinity
21	5.8	-Infinity
21	5.9	-Infinity
21	6.0	-Infinity
21	6.1	-Infinity
21	6.2	-Infinity
21	6.3	-Infinity
21	6.4	-Infinity
21	6.5	-Infinity
21	6.6	-Infinity
21	6.7	-Infinity
21	6.8	-Infinity
21	6.9	-Infinity
21	7.0	-Infinity
21	7.1	-Infinity
21	7.2	-Infinity
21	7.3	-Infinity
21	7.4	-Infinity
21	7.5	-Infinity
21	7.6	-6.798233
21	7.7	-7.608492
21	7.8	-Infinity
21	7.9	-Infinity
21	8.0	-6.5746694
21	8.1	-Infinity
21	8.2	-6.8955426
21	8.3	-Infinity
21	8.4	-Infinity
21	8.5	-Infinity
21	8.6	-Infinity
21	8.7	-Infinity
21	8.8	-Infinity
21	8.9	-Infinity
21	9.0	-Infinity
22	5.0	-Infinity
22	5.1	-Infinity
22	5.2	-Infinity
22	5.3	-Infinity
22	5.4	-Infinity
22	5.5	-Infinity
22	5.6	-Infinity
22	5.7	-Infinity
22	5.8	-Infinity
22	5.9	-Infinity
22	6.0	-Infinity
22	6.1	-Infinity
22	6.2	-Infinity
22	6.3	-Infinity
22	6.4	-Infinity
22	6.5	-Infinity
22	6.6	-Infinity
22	6.7	-Infinity
22	6.8	-Infinity
22	6.9	-Infinity
22	7.0	-Infinity
22	7.1	-Infinity
22	7.2	-Infinity
22	7.3	-Infinity
22	7.4	-Infinity
22	7.5	-Infinity
22	7.6	-7.275567
22	7.7	-7.608492
22	7.8	-Infinity
22	7.9	-Infinity
22	8.0	-6.5746694
22	8.1	-Infinity
22	8.2	-6.8955426
22	8.3	-Infinity
22	8.4	-Infinity
22	8.5	-Infinity
22	8.6	-Infinity
22	8.7	-Infinity
22	8.8	-Infinity
22	8.9	-Infinity
22	9.0	-Infinity
23	5.0	-Infinity
23	5.1	-Infinity
23	5.2	-Infinity
23	5.3	-Infinity
23	5.4	-Infinity
23	5.5	-Infinity
23	5.6	-Infinity
23	5.7	-Infinity
23	5.8	-Infinity
23	5.9	-Infinity
23	6.0	-Infinity
23	6.1	-8.717163
23	6.2	-Infinity
23	6.3	-Infinity
23	6.4	-Infinity
23	6.5	-Infinity
23	6.6	-Infinity
23	6.7	-Infinity
23	6.8	-Infinity
23	6.9	-Infinity
23	7.0	-Infinity
23	7.1	-Infinity
23	7.2	-Infinity
23	7.3	-Infinity
23	7.4	-Infinity
23	7.5	-Infinity
23	7.6	-7.775659
23	7.7	-7.608492
23	7.8	-Infinity
23	7.9	-Infinity
23	8.0	-6.5746694
23	8.1	-Infinity
23	8.2	-6.8955426
23	8.3	-Infinity
23	8.4	-Infinity
23	8.5	-Infinity
23	8.6	-Infinity
23	8.7	-Infinity
23	8.8	-Infinity
23	8.9	-Infinity
23	9.0	-Infinity
24	5.0	-Infinity
24	5.1	-Infinity
24	5.2	-Infinity
24	5.3	-Infinity
24	5.4	-Infinity
24	5.5	-Infinity
24	5.6	-Infinity
24	5.7	-Infinity
24	5.8	-Infinity
24	5.9	-Infinity
24	6.0	-Infinity
24	6.1	-Infinity
24	6.2	-Infinity
24	6.3	-Infinity
24	6.4	-Infinity
24	6.5	-Infinity
24	6.6	-Infinity
24	6.7	-Infinity
24	6.8	-Infinity
24	6.9	-Infinity
24	7.0	-Infinity
24	7.1	-Infinity
24	7.2	-Infinity
24	7.3	-Infinity
24	7.4	-Infinity
24	7.5	-Infinity
24	7.6	-Infinity
24	7.7	-Infinity
24	7.8	-Infinity
24	7.9	-Infinity
24	8.0	-6.5746694
24	8.1	-Infinity
24	8.2	-6.8955426
24	8.3	-Infinity
24	8.4	-Infinity
24	8.5	-Infinity
24	8.6	-Infinity
24	8.7	-Infinity
24	8.8	-Infinity
24	8.9	-Infinity
24	9.0	-Infinity
25	5.0	-Infinity
25	5.1	-Infinity
25	5.2	-Infinity
25	5.3	-Infinity
25	5.4	-Infinity
25	5.5	-Infinity
25	5.6	-Infinity
25	5.7	-Infinity
25	5.8	-Infinity
25	5.9	-Infinity
25	6.0	-Infinity
25	6.1	-8.537597
25	6.2	-Infinity
25	6.3	-Infinity
25	6.4	-Infinity
25	6.5	-Infinity
25	6.6	-Infinity
25	6.7	-Infinity
25	6.8	-Infinity
25	6.9	-Infinity
25	7.0	-Infinity
25	7.1	-Infinity
25	7.2	-8.787931
25	7.3	-Infinity
25	7.4	-10.191974
25	7.5	-Infinity
25	7.6	-Infinity
25	7.7	-Infinity
25	7.8	-Infinity
25	7.9	-Infinity
25	8.0	-6.5746694
25	8.1	-Infinity
25	8.2	-6.8955426
25	8.3	-Infinity
25	8.4	-Infinity
25	8.5	-Infinity
25	8.6	-Infinity
25	8.7	-Infinity
25	8.8	-Infinity
25	8.9	-Infinity
25	9.0	-Infinity
26	5.0	-Infinity
26	5.1	-Infinity
26	5.2	-Infinity
26	5.3	-Infinity
26	5.4	-Infinity
26	5.5	-Infinity
26	5.6	-Infinity
26	5.7	-Infinity
26	5.8	-Infinity
26	5.9	-Infinity
26	6.0	-Infinity
26	6.1	-7.811413
26	6.2	-Infinity
26	6.3	-Infinity
26	6.4	-Infinity
26	6.5	-Infinity
26	6.6	-10.387164
26	6.7	-Infinity
26	6.8	-Infinity
26	6.9	-Infinity
26	7.0	-Infinity
26	7.1	-8.410279
26	7.2	-8.787931
26	7.3	-Infinity
26	7.4	-10.191974
26	7.5	-Infinity
26	7.6	-Infinity
26	7.7	-Infinity
26	7.8	-Infinity
26	7.9	-Infinity
26	8.0	-6.5746694
26	8.1	-Infinity
26	8.2	-6.8955426
26	8.3	-Infinity
26	8.4	-Infinity
26	8.5	-Infinity
26	8.6	-Infinity
26	8.7	-Infinity
26	8.8	-Infinity
26	8.9	-Infinity
26	9.0	-Infinity
27	5.0	-Infinity
27	5.1	-Infinity
27	5.2	-Infinity
27	5.3	-Infinity
27	5.4	-Infinity
27	5.5	-Infinity
27	5.6	-Infinity
27	5.7	-Infinity
27	5.8	-Infinity
27	5.9	-Infinity
27	6.0	-Infinity
27	6.1	-7.44112
27	6.2	-Infinity
27	6.3	-Infinity
27	6.4	-9.377952
27	6.5	-Infinity
27	6.6	-10.243991
27	6.7	-Infinity
27	6.8	-Infinity
27	6.9	-Infinity
27	7.0	-8.383557
27	7.1	-8.410279
27	7.2	-8.787931
27	7.3	-Infinity
27	7.4	-10.191974
27	7.5	-Infinity
27	7.6	-Infinity
27	7.7	-Infinity
27	7.8	-Infinity
27	7.9	-Infinity
27	8.0	-6.5746694
27	8.1	-Infinity
27	8.2	-6.8955426
27	8.3	-Infinity
27	8.4	-Infinity
27	8.5	-Infinity
27	8.6	-Infinity
27	8.7	-Infinity
27	8.8	-Infinity
27	8.9	-Infinity
27	9.0	-Infinity
28	5.0	-Infinity
28	5.1	-Infinity
28	5.2	-Infinity
28	5.3	-Infinity
28	5.4	-Infinity
28	5.5	-Infinity
28	5.6	-Infinity
28	5.7	-Infinity
28	5.8	-Infinity
